caption;link;year;km;color;price;price_unit;date;city;district;brand;model
85;Tertemiz Aile Arabası;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-tertemiz-aile-arabasi-875198711/detay;2010;215000;Siyah;83000;TL;2020-10-31;İstanbul;Üsküdar;Chevrolet;Lacetti
86;Düşük KM, Hatasız Boyasız Temiz araç, Uygun fiyat;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-dusuk-km-hatasiz-boyasiz-temiz-arac-uygun-fiyat-875189219/detay;2004;127150;Kahverengi;84000;TL;2020-10-31;Tokat;Merkez;Chevrolet;Lacetti
87;ilk sahibinden satılık araç;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-ilk-sahibinden-satilik-arac-874820361/detay;2009;150000;Siyah;78500;TL;2020-10-29;Samsun;Atakum;Chevrolet;Lacetti
88;SAHİBİNDEN DEĞİŞENSİZ LACETTİ 1.6 DIJITAL KLİMA;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-sahibinden-degisensiz-lacetti-1.6-dijital-klima-874799978/detay;2005;232000;Gri;67500;TL;2020-10-29;Ankara;Keçiören;Chevrolet;Lacetti
89;2011 MODEL LACETTİ 1.4 SE 84 BİNDE LPG'Lİ ORİJİNAL HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-2011-model-lacetti-1.4-se-84-binde-lpg-li-orijinal-hatasiz-875170883/detay;2011;84000;Siyah;79750;TL;2020-10-31;Manisa;Soma;Chevrolet;Lacetti
90;2008 wwtc satılık lacetti;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-2008-wwtc-satilik-lacetti-874805600/detay;2008;165000;Siyah;78000;TL;2020-10-29;Ankara;Keçiören;Chevrolet;Lacetti
91;hasar kayıtsız amerikan;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-hasar-kayitsiz-amerikan-875516589/detay;2005;170000;Mavi;74500;TL;2020-11-02;Aydın;Kuşadası;Chevrolet;Lacetti
92;Chevrolet Lacetti 2004 SE düşük km;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-chevrolet-lacetti-2004-se-dusuk-km-874773670/detay;2004;113289;Yeşil;85500;TL;2020-10-29;Hatay;Kırıkhan;Chevrolet;Lacetti
93;Adacan Otomotivden 2005 Model Chevrolet Lacetti 1.4 16V SE;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-adacan-otomotivden-2005-model-chevrolet-lacetti-1.4-16v-se-875096911/detay;2005;228000;Gümüş Gri;57500;TL;2020-10-31;Muğla;Milas;Chevrolet;Lacetti
94;DEĞİŞENSİZ-2011 MODEL- LACETTİ 1.4 16V SE-LPG;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-degisensiz-2011-model-lacetti-1.4-16v-se-lpg-875081550/detay;2011;116000;Beyaz;77750;TL;2020-10-31;Erzurum;Yakutiye;Chevrolet;Lacetti
