caption;link;year;km;color;price;price_unit;date;city;district;brand;model
48;"BOYASIZ" 249.500 KM'DE 1999 BMW 530D (İLK SAHİP,GÜMRÜK ÇIKIŞLI);https://www.sahibinden.com/ilan/vasita-otomobil-bmw-boyasiz-249.500-km-de-1999-bmw-530d-ilk-sahip%2Cgumruk-cikisli-874294078/detay;1999;249500;Bej;202500;TL;2020-10-27;İzmir;Bornova;BMW;5 Serisi
49;BMW 2014 M5.50 xDrive 381 HP BORUSAN+SERVİS BAKIMLI+ORJİNAL+M;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-2014-m5.50-xdrive-381-hp-borusan-plusservis-bakimli-plusorjinal-plusm-868001636/detay;2014;122000;Lacivert;9e+05;TL;2020-10-27;Kocaeli;Gebze;BMW;5 Serisi
50;2013/11. Ay Borusan çıkışlı Orjinal İç Dış M sport;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2013-11-ay-borusan-cikisli-orjinal-ic-dis-m-sport-874282033/detay;2013;124000;Gümüş Gri;379000;TL;2020-10-27;İstanbul;Kadıköy;BMW;5 Serisi
51;''AYDINCAN AUTO'' 2020 YENİ BMW 520İ M SPORT HARMAN ADAPTİF;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-aydincan-auto-2020-yeni-bmw-520i-m-sport-harman-adaptif-874280404/detay;2020;0;Gri;915000;TL;2020-10-27;Antalya;Muratpaşa;BMW;5 Serisi
52;5.20i PREMİUM KAZASIZ DEĞİŞENSİZ ELK BAGAJ VAKUM HAYALET FUL+FUL;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-5.20i-premium-kazasiz-degisensiz-elk-bagaj-vakum-hayalet-ful-plusful-874202164/detay;2016;104000;Siyah;449000;TL;2020-10-26;Ankara;Mamak;BMW;5 Serisi
53;118.900 PEŞİNATLA* HATASIZ*2018 BMW 5.20xd *VAKUM/ISIT­MA/SOĞUTMA;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-118.900-pesinatla-hatasiz-2018-bmw-5.20xd-vakum-isitma-sogutma-845113966/detay;2018;77647;Bej;846900;TL;2020-10-26;İstanbul;Ataşehir;BMW;5 Serisi
54;ORAKLAR GROUP ÖZEL SİPARİŞ NEXT100 AKILLI ANAHTAR KABLOSUZ SARJ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-oraklar-group-ozel-siparis-next100-akilli-anahtar-kablosuz-sarj-874157476/detay;2018;17000;Mavi;955000;TL;2020-10-26;İstanbul;Bayrampaşa;BMW;5 Serisi
55;AVUKATTAN BORUSAN ÇIKIŞLI TEMİZ TRAMERSİZ BAKIMLI 5.20d;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-avukattan-borusan-cikisli-temiz-tramersiz-bakimli-5.20d-869774835/detay;2012;182000;Siyah;352000;TL;2020-10-26;İstanbul;Sarıyer;BMW;5 Serisi
56;TÜRKİYEDE TEK ÖZEL SİPARİŞ EXECUTİVE M SPORT;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-turkiyede-tek-ozel-siparis-executive-m-sport-863062745/detay;2016;74000;Gri;575000;TL;2020-10-26;İstanbul;Beylikdüzü;BMW;5 Serisi
57;SIFIR -2020- BMW 520i Sp.Edition LuxuryLine +Alvite Gri +19"Jant;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sifir-2020-bmw-520i-sp.edition-luxuryline-plusalvite-gri-plus19-jant-870895436/detay;2020;21;Gri;959750;TL;2020-10-26;Kocaeli;Gebze;BMW;5 Serisi
58;2016-M SPORT-56 BİNDE -HAYALET-VAKKUM -E.BAGAJ-HARMAN KARDON.....;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2016-m-sport-56-binde-hayalet-vakkum-e.bagaj-harman-kardon-874038697/detay;2016;56000;Beyaz;529000;TL;2020-10-26;İstanbul;Beylikdüzü;BMW;5 Serisi
59;HATASIZ BOYASIZ SIFIRDAN FARKSIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-sifirdan-farksiz-871835452/detay;2014;103000;Gri;419900;TL;2020-10-26;Antalya;Konyaaltı;BMW;5 Serisi
60;BMW+525+XDRİ­VE+EXECUTİVE M SPORT+2014+H­AYALET+VAKUM KAPI+BAYİİ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-plus525-plusxdrive-plusexecutive-m-sport-plus2014-plushayalet-plusvakum-kapi-plusbayii-865370093/detay;2014;170000;Siyah;440000;TL;2020-10-26;Sakarya;Hendek;BMW;5 Serisi
61;FIRSAT ARACI HATASIZ BOYASIZ DEĞİŞENSiZ HASAR KAYITSIZ MOTOR %93;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-firsat-araci-hatasiz-boyasiz-degisensiz-hasar-kayitsiz-motor-93-873800289/detay;2011;250000;Beyaz;307000;TL;2020-10-24;Gaziantep;Şehitkamil;BMW;5 Serisi
62;GÖKTAŞLAR'DAN 2017 BMW 530i xDRİVE EXECUTİVE + LUXURY FULL BAYİİ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-goktaslar-dan-2017-bmw-530i-xdrive-executive-plus-luxury-full-bayii-861873597/detay;2017;81000;Beyaz;775500;TL;2020-10-23;Ankara;Akyurt;BMW;5 Serisi
63;Doktordan, 5 yıl garantili, sıfırından avantajl, temiz, 39.000km;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-doktordan-5-yil-garantili-sifirindan-avantajl-temiz-39.000km-864422697/detay;2018;39500;Beyaz;609500;TL;2020-10-23;İstanbul;Eyüpsultan;BMW;5 Serisi
64;AUTO CESURDAN 2015 BMW 520i M Sport;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-auto-cesurdan-2015-bmw-520i-m-sport-864404695/detay;2015;73072;Siyah;465500;TL;2020-10-23;Balıkesir;Karesi;BMW;5 Serisi
65;YENİ PHYTONİC MAVi FİLDİŞİ BEYAZ DERİ KEYLESS GO SENSÖRLÜ BAGAJ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-yeni-phytonic-mavi-fildisi-beyaz-deri-keyless-go-sensorlu-bagaj-864119794/detay;2020;0;Mavi;875000;TL;2020-10-22;Ankara;Çankaya;BMW;5 Serisi
66;356 MOTORS 2016 BMW 520İ EXECUTİVE PLUS 15.900KM SIFIR AYARINDA;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-356-motors-2016-bmw-520i-executive-plus-15.900km-sifir-ayarinda-873001613/detay;2016;15900;Beyaz;555000;TL;2020-10-21;Tokat;Merkez;BMW;5 Serisi
